375,7,7,1.1288888888888888
383,7,7,1.1333333333333333
735,7,7,1.0444444444444445
743,7,7,1.1288888888888888
751,7,7,0.7733333333333333
767,7,7,0.8666666666666667
775,7,7,1.1288888888888888
783,7,7,1.0666666666666667
1327,7,7,1.1244444444444444
1335,7,7,1.12
1511,7,7,0.8844444444444445
1519,7,7,1.1288888888888888
1527,7,7,1.1244444444444444
1671,7,7,0.9955555555555555
1679,7,7,1.1333333333333333
1687,7,7,1.1288888888888888
375,15,7,1.1333333333333333
383,15,7,1.1333333333333333
767,15,7,1.1288888888888888
775,15,7,1.1333333333333333
783,15,7,0.84
1239,15,7,1.1288888888888888
1247,15,7,1.1022222222222222
1511,15,7,0.9066666666666666
1519,15,7,0.9111111111111111
1671,15,7,1.1333333333333333
1679,15,7,1.1377777777777778
1687,15,7,1.1377777777777778
327,23,7,1.1288888888888888
335,23,7,1.1377777777777778
375,23,7,0.7511111111111111
383,23,7,0.7511111111111111
767,23,7,1.08
775,23,7,0.7911111111111111
1559,23,7,0.8711111111111111
1679,23,7,0.9422222222222222
1687,23,7,0.9777777777777777
335,31,7,0.7644444444444445
767,31,7,1.0622222222222222
815,31,7,0.8488888888888889
1551,31,7,1.0933333333333333
1559,31,7,1.1288888888888888
807,39,7,0.7555555555555555
815,39,7,1.1333333333333333
823,39,7,0.8488888888888889
903,39,7,0.96
911,39,7,0.7822222222222223
1191,39,7,1.0222222222222221
1199,39,7,0.8444444444444444
807,47,7,0.8888888888888888
815,47,7,1.1377777777777778
823,47,7,1.0888888888888888
903,47,7,0.9466666666666667
911,47,7,0.7822222222222223
1191,47,7,1.1377777777777778
1199,47,7,1.1288888888888888
767,55,7,1.1288888888888888
807,55,7,0.9155555555555556
815,55,7,1.1333333333333333
823,55,7,0.8088888888888889
903,55,7,1.0977777777777777
911,55,7,1.1333333333333333
1183,55,7,0.8577777777777778
1191,55,7,1.1333333333333333
1199,55,7,0.8488888888888889
1551,55,7,0.8488888888888889
1559,55,7,1.1244444444444444
327,63,7,1.12
335,63,7,1.1377777777777778
343,63,7,1.0444444444444445
767,63,7,1.1111111111111112
775,63,7,0.8533333333333334
903,63,7,1.12
911,63,7,1.0177777777777777
1111,63,7,0.7688888888888888
1551,63,7,1.1288888888888888
1559,63,7,1.1288888888888888
327,71,7,0.8488888888888889
335,71,7,1.1288888888888888
343,71,7,0.8355555555555556
375,71,7,0.9066666666666666
383,71,7,1.1288888888888888
767,71,7,1.1111111111111112
775,71,7,1.1333333333333333
783,71,7,0.8488888888888889
1215,71,7,0.8444444444444444
1223,71,7,1.1288888888888888
1231,71,7,0.9555555555555556
1239,71,7,0.8133333333333334
1663,71,7,0.92
1671,71,7,1.1377777777777778
1679,71,7,1.1377777777777778
1687,71,7,1.1333333333333333
375,79,7,1.1333333333333333
